ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,source_file,PaymentReceived,ReceivedDate,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,RegularityOfPayment,PeriodForHoursWorked,DonationSource,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Appg,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,ShareholdingThreshold,RegistrableDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,AroseOn,Description,MiscellaneousInterestType,Year
11542,Brand Ambassador - Direct Bullion,,20/12/2024,20/12/2024,,Employment and earnings,5091,Nigel Farage,Brand Ambassador,,,FALSE,Direct Bullion,FALSE,FALSE,,"Level 1, Devonshire House, One Mayfair Place, London W1J8AJ",,https://interests-api.parliament.uk/api/v1/Interests/11542,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11502,Social Media - X Corp,,16/12/2024,17/12/2024,,Employment and earnings,4743,Lee Anderson,Social Media,27/11/2024,,FALSE,X Corp,FALSE,FALSE,Social media,"Market Square, 1355 Market Street Suite 900, San Francisco, California 94103",,https://interests-api.parliament.uk/api/v1/Interests/11502,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11512,Legal services - Garden Court Chambers,,16/12/2024,16/12/2024,,Employment and earnings,5067,Tony Vaughan,Legal services,,,FALSE,Garden Court Chambers,FALSE,FALSE,Barristers' chambers,"57-60 Lincoln's Inn Fields, London WC2A 3LJ",,https://interests-api.parliament.uk/api/v1/Interests/11512,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11466,Gameshow guest appearances - ITV Studios Limited,,10/12/2024,10/12/2024,,Employment and earnings,5102,Carla Denyer,Gameshow guest appearances,,,FALSE,ITV Studios Limited,FALSE,FALSE,Television programme production,"Itv White City, 201 Wood Lane, London, United Kingdom, W12 7RU",,https://interests-api.parliament.uk/api/v1/Interests/11466,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11471,"Professor of International Relations - School of International Relations, University of St Andrews",,10/12/2024,10/12/2024,,Employment and earnings,4434,Stephen Gethins,Professor of International Relations,01/11/2024,,FALSE,"School of International Relations, University of St Andrews",FALSE,FALSE,Some limited teaching and research activities as part of the School's overall work.,"The Arts Faculty Building, the Scores, St Andrews, KY16 9AX",,https://interests-api.parliament.uk/api/v1/Interests/11471,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11422,"Advisory Board, Science, Innovation and Technology - Space 4 Earth VC Fund",,03/12/2024,03/12/2024,,Employment and earnings,4020,George Freeman,"Advisory Board, Science, Innovation and Technology",01/12/2024,,FALSE,Space 4 Earth VC Fund,FALSE,FALSE,"S4E VC Fund is being set up as a new Fund focused on investing in space related technologies which promote: efficient and sustainable production of food, clean water for everyone, decarbonisation, and the end to deforestation. The Fund does not have a relationship with the government. The fund will be a standard GP/LP fund structure, with the investment advisor and the advisory board based in the UK. The General Partner could be located in the Channel Islands depending on requirements by investors, however the core of the Fund and its Fund Manager and advisory board will be in the UK.","4 Cavendish Square, London, W1G 0PG",TRUE,https://interests-api.parliament.uk/api/v1/Interests/11422,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11413,Social Media - X Corp,,03/12/2024,03/12/2024,,Employment and earnings,5158,Rupert Lowe,Social Media,,27/11/2024,TRUE,X Corp,FALSE,FALSE,,"Market Square, 1355 Market Street Suite, 900 San Francisco, California, 94103",,https://interests-api.parliament.uk/api/v1/Interests/11413,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11337,Legal services - Jai Stern Solicitors,,25/11/2024,25/11/2024,,Employment and earnings,1508,Sir Geoffrey Cox,Legal services,,,FALSE,Jai Stern Solicitors,FALSE,FALSE,,"1 Mayfair Place, Devonshire House, Mayfair W1J 8AJ",,https://interests-api.parliament.uk/api/v1/Interests/11337,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11340,Audio book recording - Bloomsbury Publishing,,25/11/2024,25/11/2024,,Employment and earnings,5267,Yuan Yang,Audio book recording,08/10/2024,,FALSE,Bloomsbury Publishing,FALSE,FALSE,,"50 Bedford Square, London WC1B 3DP",,https://interests-api.parliament.uk/api/v1/Interests/11340,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326,Polish edition of book published - Grupa Wydawnicza Foksal Ltd,,21/11/2024,21/11/2024,,Employment and earnings,5267,Yuan Yang,Polish edition of book published,19/10/2024,,FALSE,Grupa Wydawnicza Foksal Ltd,FALSE,FALSE,Publishing company in Poland that have agreed to publish Yuan's book.,"ul. Domaniewska 48, 02-672 Warszawa",,https://interests-api.parliament.uk/api/v1/Interests/11326,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11317,"Writing an autobiography - Viking- Penguin via Blake Friedmann Literary, TV & Film Agency Ltd",,20/11/2024,20/11/2024,,Employment and earnings,172,Ms Diane Abbott,Writing an autobiography,,,FALSE,"Viking- Penguin via Blake Friedmann Literary, TV & Film Agency Ltd",FALSE,FALSE,Book advance on first UK publication,"Ground Floor, 15 Highbury Place, London, N5 1QP",,https://interests-api.parliament.uk/api/v1/Interests/11317,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11308,Royalties with Authors Licensing and Collecting Society - Authors Licensing and Collecting Society,,,20/11/2024,,Employment and earnings,4657,Anneliese Dodds,Royalties with Authors Licensing and Collecting Society,,,FALSE,Authors Licensing and Collecting Society,FALSE,FALSE,,"International House, 1 St Katharine's Way, London E1W 1UN",,https://interests-api.parliament.uk/api/v1/Interests/11308,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11269,Guest Appearance - Electoral Dysfunction Podcast - Sky UK LTD,,15/11/2024,19/11/2024,,Employment and earnings,1536,Emily Thornberry,Guest Appearance - Electoral Dysfunction Podcast,19/07/2024,20/07/2024,TRUE,Sky UK LTD,FALSE,FALSE,,"Grant Way, Isleworth TW7 5QD",,https://interests-api.parliament.uk/api/v1/Interests/11269,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11294,Strategy Adviser - Caxton Associates LP,,19/11/2024,19/11/2024,,Employment and earnings,4441,Sir Oliver Dowden,Strategy Adviser,02/11/2024,01/11/2026,TRUE,Caxton Associates LP,FALSE,FALSE,Global Macro Hedge Fund,"40 Berkeley Square, London W1J 5AL",TRUE,https://interests-api.parliament.uk/api/v1/Interests/11294,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11256,Advisor - Nighthawk Partners Limited,,13/11/2024,13/11/2024,,Employment and earnings,4020,George Freeman,Advisor,16/10/2024,,FALSE,Nighthawk Partners Limited,FALSE,FALSE,"Nighthawk Partners Limited gives eligible, UK SME’s instant access to working capital that is being used for Innovation, UK and International Commercialisation. The company’s mission is to incentivise UK SMEs to succeed even when their working capital has been adversely impacted by tough economic times.","2 Catherine Place London, SW1E 6HF  United Kingdom",TRUE,https://interests-api.parliament.uk/api/v1/Interests/11256,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234,Political panellist - TV - ITN,,11/11/2024,11/11/2024,,Employment and earnings,4480,Carolyn Harris,Political panellist - TV,,,FALSE,ITN,FALSE,FALSE,TV Channel,"200 Grays Inn Road, London WC1X 8XZ",,https://interests-api.parliament.uk/api/v1/Interests/11234,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11140,Speaking Engagement - Nomad Capitalist LLC,,31/10/2024,05/11/2024,,Employment and earnings,5091,Nigel Farage,Speaking Engagement,,25/09/2024,TRUE,Nomad Capitalist LLC,FALSE,FALSE,,"2810 North 3rd Street, Phoenix, Arizona 85004",,https://interests-api.parliament.uk/api/v1/Interests/11140,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136,Book Royalties - Hurst and Co Publishers,,31/10/2024,05/11/2024,,Employment and earnings,5219,Mike Martin,Book Royalties,,,FALSE,Hurst and Co Publishers,FALSE,FALSE,Book publishers,"Somerset House, New Wing, Strand, London WC2R 1LA",,https://interests-api.parliament.uk/api/v1/Interests/11136,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,Elected Councillor - Wyre Council,,28/10/2024,28/10/2024,,Employment and earnings,5232,Lorraine Beavers,Elected Councillor,,,FALSE,Wyre Council,FALSE,FALSE,,"Wyre Council Civic Centre, Breck Road, Poulton-le-Fylde, Lancashire FY6 7PU",,https://interests-api.parliament.uk/api/v1/Interests/11029,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11093,Elected Councillor - Lancashire County Council,,28/10/2024,28/10/2024,,Employment and earnings,5232,Lorraine Beavers,Elected Councillor,,,FALSE,Lancashire County Council,FALSE,FALSE,Local Authority,"County Hall, Preston PR1 8RL",,https://interests-api.parliament.uk/api/v1/Interests/11093,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,speaking engagement - Chartwell Partners Ltd,,22/10/2024,23/10/2024,,Employment and earnings,1572,Jeremy Hunt,speaking engagement,,,FALSE,Chartwell Partners Ltd,FALSE,FALSE,Publishing Agent,"123 Buckingham Palace Road, London SW1W 9SH",FALSE,https://interests-api.parliament.uk/api/v1/Interests/11008,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,Councillor - Stockport Metropolitan Borough Council,,01/08/2024,17/10/2024,16/10/2024,Employment and earnings,5070,Lisa Smart,Councillor,,10/09/2024,TRUE,Stockport Metropolitan Borough Council,FALSE,FALSE,,"Edward Street, Stockport SK1 3UR",,https://interests-api.parliament.uk/api/v1/Interests/6030,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,Keynote Speaker Castle Strategy Day - Castle Water Ltd,,15/10/2024,17/10/2024,,Employment and earnings,146,Barry Gardiner,Keynote Speaker Castle Strategy Day,,09/10/2024,TRUE,Castle Water Ltd,FALSE,FALSE,Water Company,"1 Boat Brae, Rattray, Blairgowie PH10 7BH",,https://interests-api.parliament.uk/api/v1/Interests/11009,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,Local Authority Councillor - Stirling Council,,29/07/2024,10/10/2024,09/10/2024,Employment and earnings,5155,Chris Kane,Local Authority Councillor,,24/09/2024,TRUE,Stirling Council,FALSE,FALSE,local authority,"Pitt Terrace, Stirling FK82EJ",,https://interests-api.parliament.uk/api/v1/Interests/6552,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,Writing articles - Telegraph Media Group Holdings Ltd,,07/10/2024,09/10/2024,,Employment and earnings,4475,Suella Braverman,Writing articles,,,FALSE,Telegraph Media Group Holdings Ltd,FALSE,FALSE,Media/newspaper,"111 Buckingham Palace Road, London SW1W 0DT",TRUE,https://interests-api.parliament.uk/api/v1/Interests/10930,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10919,Guest presenter - LBC - Global Media Group,,07/10/2024,09/10/2024,,Employment and earnings,1536,Emily Thornberry,Guest presenter - LBC,,,FALSE,Global Media Group,FALSE,FALSE,,"30 Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/10919,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10852,Writing articles - The Observer,,30/09/2024,30/09/2024,,Employment and earnings,5069,Torsten Bell,Writing articles,04/08/2024,,FALSE,The Observer,FALSE,FALSE,,"Kings Place, 90 York Way, London N1 9GU",,https://interests-api.parliament.uk/api/v1/Interests/10852,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,Guest on The Jeremy Vine Show - ITN 5 Live,,04/09/2024,30/09/2024,,Employment and earnings,242,Sir Christopher Chope,Guest on The Jeremy Vine Show,,,FALSE,ITN 5 Live,FALSE,FALSE,,"200 Gray's Inn Road, London WC1X 8XZ",,https://interests-api.parliament.uk/api/v1/Interests/10640,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,Local councillor - East Ayrshire council,,05/09/2024,30/09/2024,,Employment and earnings,5206,Elaine Stewart,Local councillor,05/05/2022,30/08/2024,TRUE,East Ayrshire council,FALSE,FALSE,Local authority,London road Kilmarnock KA37DD,FALSE,https://interests-api.parliament.uk/api/v1/Interests/10644,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,Councillor - Stockport Metropolitan Borough Council,,16/07/2024,27/09/2024,26/09/2024,Employment and earnings,5090,Tom Morrison,Councillor,02/05/2019,09/09/2024,TRUE,Stockport Metropolitan Borough Council,FALSE,FALSE,,"Stockport Town Hall, Edward Street, Stockport SK1 3XE",,https://interests-api.parliament.uk/api/v1/Interests/6387,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10718,Writing a foreward to a book - The National Council for Civil Liberties,,27/09/2024,27/09/2024,,Employment and earnings,4500,Clive Lewis,Writing a foreward to a book,,20/09/2024,TRUE,The National Council for Civil Liberties,FALSE,FALSE,The National Council for Civil Liberties operates under trading name Liberty,"Liberty House, 26-30 Strutton Ground, London, SW1P 2HR",,https://interests-api.parliament.uk/api/v1/Interests/10718,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10819,Author royalties - ALCS,,26/09/2024,26/09/2024,,Employment and earnings,1446,Chris Bryant,Author royalties,,,FALSE,ALCS,FALSE,FALSE,Authors Licensing and Collection Society,"6th Floor, International House, 1 St Katharine's Way, London E1W 1UN",,https://interests-api.parliament.uk/api/v1/Interests/10819,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10773,"Writing a book - A M Heath & Company Limited,",,25/09/2024,25/09/2024,,Employment and earnings,4409,Naz Shah,Writing a book,10/09/2024,,FALSE,"A M Heath & Company Limited,",FALSE,FALSE,Literary Agency,"6 Warwick Court, London WC1R 5DJ",,https://interests-api.parliament.uk/api/v1/Interests/10773,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10792,Councillor - Somerset Council,,17/08/2023,23/09/2024,,Employment and earnings,4995,Sarah Dyke,Councillor,,,FALSE,Somerset Council,FALSE,FALSE,,"County Hall, Taunton TA1 4DY",,https://interests-api.parliament.uk/api/v1/Interests/10792,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746,Speaking engagement - Edinburgh International Book Festival,,18/09/2024,18/09/2024,,Employment and earnings,5267,Yuan Yang,Speaking engagement,,13/08/2024,TRUE,Edinburgh International Book Festival,FALSE,FALSE,Literary festival,"121 George Street, Edinburgh EH2 4YN",,https://interests-api.parliament.uk/api/v1/Interests/10746,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10714,"Narration - Penguin Audio via Blake Friedmann Literary, TV & Film Agency Ltd",,16/09/2024,16/09/2024,,Employment and earnings,172,Ms Diane Abbott,Narration,10/09/2024,,FALSE,"Penguin Audio via Blake Friedmann Literary, TV & Film Agency Ltd",FALSE,FALSE,,"Ground Floor, 15 Highbury Place, London N5 1QP",,https://interests-api.parliament.uk/api/v1/Interests/10714,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10717,Programme Manager - NHS Ayrshire and Arran,,16/09/2024,16/09/2024,,Employment and earnings,5145,Irene Campbell,Programme Manager,,07/07/2024,TRUE,NHS Ayrshire and Arran,FALSE,FALSE,,"University Hospital Crosshouse, Kilmarnock KA2 0BE",,https://interests-api.parliament.uk/api/v1/Interests/10717,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10708,Councillor - Warrington Borough Council,,16/09/2024,16/09/2024,,Employment and earnings,5154,Sarah Hall,Councillor,,02/05/2024,TRUE,Warrington Borough Council,FALSE,FALSE,Council,"Warrington Borough Council, Sankey Street, Warrington",,https://interests-api.parliament.uk/api/v1/Interests/10708,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10669,Guest contributor to radio show - Global Radio Services Ltd,,09/09/2024,11/09/2024,,Employment and earnings,4475,Suella Braverman,Guest contributor to radio show,,,FALSE,Global Radio Services Ltd,FALSE,FALSE,Media company/ radio broadcaster,"30, Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/10669,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,Councillor - Inverclyde Council,,23/07/2024,10/09/2024,04/09/2024,Employment and earnings,5129,Martin McCluskey,Councillor,,04/09/2024,TRUE,Inverclyde Council,FALSE,FALSE,,"Municipal Buildings, 24 Clyde Sq, Greenock PA15 1LY",,https://interests-api.parliament.uk/api/v1/Interests/6799,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10545,Interim Head of Leader's Office - Sandwell Metropolitan Borough Council,,26/08/2024,02/09/2024,,Employment and earnings,5136,Imogen Walker,Interim Head of Leader's Office,08/08/2022,24/05/2024,TRUE,Sandwell Metropolitan Borough Council,FALSE,FALSE,,"Sandwell Council House, Freeth St, Oldbury B69 3DE",,https://interests-api.parliament.uk/api/v1/Interests/10545,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,Social media work - Google,,02/09/2024,02/09/2024,,Employment and earnings,5091,Nigel Farage,Social media work,,,FALSE,Google,FALSE,FALSE,,"Google Google Building Gordon House, Barrow St, Grand Canal Dock, Dublin 4, D04 V4X7 Ireland",,https://interests-api.parliament.uk/api/v1/Interests/10624,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,Lead Member in Local Government - Local Government Association,,11/07/2024,02/09/2024,06/09/2024,Employment and earnings,5327,Vikki Slade,Lead Member in Local Government,,31/07/2024,TRUE,Local Government Association,FALSE,FALSE,,"LGA House, Smith Square, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/6131,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,Speaking engagements - The Advocacy Team,,27/08/2024,02/09/2024,,Employment and earnings,4764,Bell Ribeiro-Addy,Speaking engagements,20/08/2024,,FALSE,The Advocacy Team,FALSE,FALSE,,"8 Devonshire Square, London EC2M 4PL",,https://interests-api.parliament.uk/api/v1/Interests/10507,,,,,,,PublishedInterest-Category_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
