ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,source_file,PaymentReceived,ReceivedDate,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,RegularityOfPayment,PeriodForHoursWorked,DonationSource,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Appg,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,ShareholdingThreshold,RegistrableDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,AroseOn,Description,MiscellaneousInterestType,Year
7412,"Musicians' Union - £5,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4264,Stephen Doughty,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7412,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my General Election campaign in Cardiff South and Penarth.,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Musicians' Union,"30 Snowsfields, London SE1 3SU",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462,"Angeline Tyler - £7,000.00",,25/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4038,Heidi Alexander,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7462,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my general election campaign,7000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Angeline Tyler,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478,"CWU North West Region - £1,000.00",,25/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4831,Ian Byrne,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7478,,,,,,,PublishedInterest-Category_2.csv,,05/07/2024,Cash,,1000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),05/07/2024,,TRUE,CWU North West Region,"CWU North West Region, 302a Barlow Moor Road, Charlton Park, Manchester M21 8AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,"Keith Thrower - £10,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4654,Matt Rodda,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8025,,,,,,,PublishedInterest-Category_2.csv,,,Cash,To support my re-election campaign and my campaigning as a Labour MP.,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Keith Thrower,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8152,"Humberstone Investment Ltd - £5,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5120,Shockat Adam,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8152,,,,,,,PublishedInterest-Category_2.csv,,08/05/2024,Cash,,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),08/05/2024,,TRUE,Humberstone Investment Ltd,"130-132 Regent Road, Leicester LE1 7PG",Company,Humberstone Investment Ltd,,4970808,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6954,"Serrula Research - £5,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5123,Ms Polly Billington,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6954,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my campaign,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Serrula Research,"108 Leonard Street, London EC2A 4XS",Company,Serrula Research,,5748036,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7526,"Communication Workers Union - £2,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5044,Adam Thompson,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7526,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Communication Workers Union,"150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527,"UNISON - £4,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5044,Adam Thompson,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7527,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,4000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7540,"David Kogan Ltd - £3,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5133,Alice Macdonald,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7540,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,David Kogan Ltd,"David Kogan Ltd, Beacon House, 113 Kingsway, London WC2B 6PP",Company,David Kogan Ltd,,11870524,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7545,"David John Simon Glover - £10,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5133,Alice Macdonald,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7545,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,David John Simon Glover,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7618,"CWU (Eastern Region) - £1,769.00",,26/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5348,David Taylor,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7618,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,1769,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,CWU (Eastern Region),"14.9 Linford Forum, Rockingham Drive, Linford Wood, Milton Keynes MK14 6LY.",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7712,"Unison - £2,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5194,Steve Yemm,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7712,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Unison,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7786,"Eric Lonergan - £2,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5267,Yuan Yang,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7786,,,,,,,PublishedInterest-Category_2.csv,,07/12/2023,Cash,,2000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),07/12/2023,,TRUE,Eric Lonergan,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7789,"Eric Lonergan - £5,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5267,Yuan Yang,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7789,,,,,,,PublishedInterest-Category_2.csv,,08/03/2024,Cash,,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),08/03/2024,,TRUE,Eric Lonergan,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,"David Cullen - £2,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5051,Kevin Bonavia,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7828,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,David Cullen,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,"USDAW - £6,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5188,Tracy Gilbert,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7892,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,6000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,USDAW,"Voyager Building, 2 Furness Quay, Salford Quays, Manchester M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8234,"Matthew Oakeshott - £5,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5198,Chris Coghlan,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8234,,,,,,,PublishedInterest-Category_2.csv,,,Cash,To support campaigning.,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Matthew Oakeshott,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745,"National Union of Rail, Maritime and Transport Workers (RMT) - £3,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4786,Zarah Sultana,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6745,,,,,,,PublishedInterest-Category_2.csv,,05/06/2024,Cash,towards my election campaign.,3000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),05/06/2024,,TRUE,"National Union of Rail, Maritime and Transport Workers (RMT)","Unity House, 39 Chalton Street, London NW1 1JD",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,"Gary Lubner - £15,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5202,Jessica Toale,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8291,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,15000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Gary Lubner,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,"Julia Davies - £5,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5202,Jessica Toale,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8294,,,,,,,PublishedInterest-Category_2.csv,,20/02/2024,Cash,,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),20/02/2024,,TRUE,Julia Davies,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,"Paul Wilkinson - £2,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4616,Rosie Duffield,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8349,,,,,,,PublishedInterest-Category_2.csv,,,Cash,Donation to re-election campaign.,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Paul Wilkinson,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,"Dunstan Marris - £1,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5102,Carla Denyer,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8247,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,1000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Dunstan Marris,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7559,"National Union of Rail, Maritime and Transport Workers/Headquarters - £3,000.00",,26/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4824,Kim Johnson,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7559,,,,,,,PublishedInterest-Category_2.csv,,05/06/2024,Cash,for general election campaign funding,3000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),05/06/2024,,TRUE,"National Union of Rail, Maritime and Transport Workers/Headquarters","Unity House, 39 Chalton Street, London NW1 1JD",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7553,"UNISON Affiliated Political Fund - £1,000.00",,26/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5309,Katrina Murray,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7553,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for use in my election Campaign,1000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON Affiliated Political Fund,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7428,"Mr Giuseppe Ricotta - £2,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5050,Lewis Cocking,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7428,,,,,,,PublishedInterest-Category_2.csv,,,InKind,four tunnel club tickets donated as auction prizes,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Mr Giuseppe Ricotta,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,"UNITE The Union - £5,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5317,Paul Davies,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7192,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for the general election campaign,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNITE The Union,"55 Call Lane, Leeds LS1 7BW",Other,,,,,,Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7304,"Damian Nolan - £7,080.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5299,Monica Harding,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7304,,,,,,,PublishedInterest-Category_2.csv,,,InKind,Provision of office space.  Estimated,7080,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Damian Nolan,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,"Mr Mark N Parkes - £2,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,1482,Graham Stuart,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6982,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Mr Mark N Parkes,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,"James Draper - £1,400.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5191,Adam Dance,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7247,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,1400,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,James Draper,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7349,"Unison - £5,000.00",,25/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5045,Mr Jonathan Brash,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7349,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for campaigning,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Unison,"140-150 Pilgrim Street, Newcastle upon Tyne NE1 6TH",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,"Excool Limited - £5,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5186,Bradley Thomas,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7137,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Excool Limited,"The Oakley, Kidderminster Road, Droitwich, Worcestershire WR9 9AY",Company,Excool Limited,,7153492,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7453,"Mr James Yavuz Boran - £5,000.00",,25/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4781,Dr Luke Evans,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7453,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my General Election Fighting Fund,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Mr James Yavuz Boran,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7461,"David Kogan Ltd - £2,500.00",,25/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5162,Matthew Patrick,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7461,,,,,,,PublishedInterest-Category_2.csv,,20/01/2024,Cash,,2500,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),20/01/2024,,TRUE,David Kogan Ltd,"Beacon House, 113 Kingsway, London WC2B 6PP",Company,David Kogan Ltd,,11870524,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7489,"UNISON - £1,000.00",,25/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5061,Andrew Lewin,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7489,,,,,,,PublishedInterest-Category_2.csv,,,Cash,to support my Parliamentary campaign,1000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON,"UNISON Centre, 130 Euston Road, London NW! 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,"Usdaw - £2,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4654,Matt Rodda,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8026,,,,,,,PublishedInterest-Category_2.csv,,,Cash,To support my re-election campaign and my campaigning as a Labour MP.,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Usdaw,"Voyager Building, 2, Furness Quay, Salford Quays M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6956,"Labour Together - £10,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5123,Ms Polly Billington,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6956,,,,,,,PublishedInterest-Category_2.csv,,04/04/2024,Cash,Staffing costs,10000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),04/04/2024,,TRUE,Labour Together,"Millbank Tower 21-24 Millbank, London SW1P 4QP",Company,Labour Together,,9630980,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,"Claire Enders - £10,000.00",,26/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,4765,Wendy Chamberlain,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7563,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Claire Enders,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,Alan Culver - £500.00,,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5304,Dr Danny Chambers,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7686,,,,,,,PublishedInterest-Category_2.csv,,,Cash,for my general election fund,500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Alan Culver,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734,"Sir Trevor Chinn - £8,350.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5105,Jo White,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7734,,,,,,,PublishedInterest-Category_2.csv,,07/07/2023,Cash,financial support for General Election campaign,8350,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),07/07/2023,28/05/2024,TRUE,Sir Trevor Chinn,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7735,"Michael Bullen - £3,114.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5105,Jo White,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7735,,,,,,,PublishedInterest-Category_2.csv,,,Cash,financial support for general election campaign,3114,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Michael Bullen,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7837,"Martin Taylor - £20,000.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5267,Yuan Yang,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7837,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,20000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Martin Taylor,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,"Jeremy Oppenheim - £2,500.00",,29/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5267,Yuan Yang,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7833,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,2500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Jeremy Oppenheim,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129,"Peter Read - £10,000.00",,30/07/2024,30/07/2024,,Donations and other support (including loans) for activities as an MP,5102,Carla Denyer,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8129,,,,,,,PublishedInterest-Category_2.csv,,,Cash,,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Peter Read,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
